name,wxt_ra,wxt_dec,fxt_ra,fxt_dec,z,GRB_name,GRB,GBM_cover,gamma_flux_peak,gamma_flux_peak_err_minus,gamma_flux_peak_err_plus,gamma_upperlimit,det_cover,gamma_source,SN_name,T0,T100,lc_complete_strict,lc_complete_general,auto_obs,Td100,Td90,Td90_err_minus,Td90_err_plus,Td50,Td50_err_minus,Td50_err_plus,nH_Galactic,nH_Intrinsic,nH_Intrinsic_err_minus,nH_Intrinsic_err_plus,PhoIndex_avg,PhoIndex_avg_err_minus,PhoIndex_avg_err_plus,flux_avg,flux_avg_err_minus,flux_avg_err_plus,peak_time_start_seconds_to_T0,peak_time_end_seconds_to_T0,peak_spec_time_start_seconds_to_T0,peak_spec_time_end_seconds_to_T0,PhoIndex_peak,PhoIndex_peak_err_minus,PhoIndex_peak_err_plus,flux_peak,flux_peak_err,fluence,fluence_err_minus,fluence_err_plus,luminosity_avg,luminosity_avg_err_minus,luminosity_avg_err_plus,luminosity_peak,luminosity_peak_err,Eiso_rest,Eiso_rest_err_minus,Eiso_rest_err_plus,cstat,dof,BIC,input_row,fxt_position_available,optical_counterpart_identified,optical_name,optical_ra_deg,optical_dec_deg,ra_deg,dec_deg,coordinate_source,search_radius_arcsec,status,candidate_count,nearest_name,nearest_ra_deg,nearest_dec_deg,nearest_z,nearest_sep_arcsec,aladin_path,aladin_notebook_path,cat_table_path,error
EP241231a,67.951,-50.608,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.17604004423556e-08,"KW,GBM",GBM,-,2024-12-31T09:25:31.450,2024-12-31T09:27:44.600,1,1,0,133.15,127.644,29.033,3.504,58.566,11.513,9.511,0.0124,0.0936,0.0,5.629,2.179,0.392,0.545,4.3239e-10,1.1094e-10,1.0359e-10,0.0,4.005,0.0,133.15,2.173,0.388,0.564,1.5964e-09,1.0344e-09,5.7572e-08,1.4772e-08,1.3793e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15437376208739,12,12.4324884213179,58,False,False,,,,67.951,-50.608,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241231a/aladin.html,examples/WXT_results_summary_data/EP241231a/aladin.ipynb,examples/WXT_results_summary_data/EP241231a/cat_table.csv,
EP241231b,100.064,16.171,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,9.483766206738371e-09,"KW,GBM",GBM,-,2024-12-31T19:27:52.150,2024-12-31T19:32:05.750,1,1,0,253.6,239.594,34.013,1.501,137.554,49.52,28.011,0.408,0.5752,0.0,18.7678,1.773,0.433,0.529,3.5285e-10,6.7878e-11,7.6798e-11,0.0,2.001,0.0,253.6,1.759,0.428,0.497,3.3664e-09,2.4777e-09,8.9483e-08,1.7214e-08,1.9476e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5674221873895,13,17.9835225895939,59,False,False,,,,100.064,16.171,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP241231b/aladin.html,examples/WXT_results_summary_data/EP241231b/aladin.ipynb,examples/WXT_results_summary_data/EP241231b/cat_table.csv,
EP250108a,55.623,-22.509,0.0,0.0,0.176,-,0,0,0.0,0.0,0.0,9.2365387809746e-08,KW,KW,SN 2025kg,2025-01-08T12:47:31.950,2025-01-08T13:05:00.750,0,0,0,1048.8,992.311,147.972,9.498,442.416,108.459,126.476,0.016,0.515,0.148,0.7178,3.018,0.481,2.064,1.2519e-10,2.5537e-11,4.0156e-10,729.361,760.355,155.861,1048.8,3.02,0.401,0.497,3.3139e-10,1.8673e-10,1.313e-07,2.6783e-08,4.2116e-07,1.1557e+46,2.3575e+45,3.7071e+46,3.0593e+46,1.7238e+46,9.1233e+48,3.1722e+48,2.4565e+49,20.0788773942806,24,29.9663879922936,60,False,True,SN 2025kg,55.6182875,-22.50591111,55.6182875,-22.50591111,optical_counterpart,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250108a/aladin.html,examples/WXT_results_summary_data/EP250108a/aladin.ipynb,examples/WXT_results_summary_data/EP250108a/cat_table.csv,
EP250109a,88.806,-12.497,88.8069,-12.4967,0.0,GRB 250109A,1,1,8.68103877682449e-08,1.57734369122605e-08,1.4707178685137e-08,0.0,"KW,GBM",GBM,-,2025-01-09T06:17:05.350,2025-01-09T06:33:17.250,1,1,0,971.9,759.922,100.49,48.495,140.486,33.497,29.077,0.304,8.3322,1.9468,3.9067,2.219,0.298,0.524,7.5401e-10,9.7778e-11,2.787e-10,32.497,32.997,15.997,49.497,2.355,0.369,0.417,1.856e-08,1.348e-08,7.3282e-07,9.503e-08,2.7087e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4390628906606,71,65.3512581702732,61,True,False,,,,88.8069,-12.4967,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250109a/aladin.html,examples/WXT_results_summary_data/EP250109a/aladin.ipynb,examples/WXT_results_summary_data/EP250109a/cat_table.csv,
EP250111a,97.218,56.899,97.181,56.8983,0.0,-,0,0,0.0,0.0,0.0,8.8273250375137e-08,KW,KW,-,2025-01-11T01:20:24.200,2025-01-11T01:25:18.200,0,0,1,294.0,120.5,14.0,86.5,30.0,4.0,2.0,0.112,4.0142,1.5379,1.8501,2.074,0.348,0.407,1.1816e-09,1.4646e-10,2.5284e-10,11.5,12.0,3.0,20.5,1.619,0.346,0.351,2.8037e-08,1.2766e-08,3.4739e-07,4.3058e-08,7.4335e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2337168990108,53,56.3097719712162,62,True,False,,,,97.181,56.8983,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250111a/aladin.html,examples/WXT_results_summary_data/EP250111a/aladin.ipynb,examples/WXT_results_summary_data/EP250111a/cat_table.csv,
EP250125a,175.369,-21.707,175.364,-21.7139,2.89,-,0,0,0.0,0.0,0.0,9.5872934182268e-08,KW,KW,-,2025-01-25T02:36:19.650,2025-01-25T02:43:48.050,0,1,1,448.4,286.936,22.495,50.989,45.99,4.499,5.499,0.0415,2.864,1.2503,4.6091,1.534,0.221,0.575,2.1227e-10,2.4104e-11,4.9909e-11,27.494,28.494,13.994,41.994,0.666,0.369,0.414,1.7129e-08,8.6596e-09,9.518e-08,1.0808e-08,2.2379e-08,1.5713999999999998e+49,1.7845e+48,3.6949000000000005e+48,1.2681e+51,6.4109e+50,3.3423000000000004e+51,1.7438e+51,1.6241000000000002e+51,28.3483575615107,38,39.4890737616236,63,True,False,,,,175.364,-21.7139,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250125a/aladin.html,examples/WXT_results_summary_data/EP250125a/aladin.ipynb,examples/WXT_results_summary_data/EP250125a/cat_table.csv,
EP250205a,113.522,32.363,113.5107,32.3717,3.55,GRB 250205A,1,1,1.40979768144665e-07,1.84186496186297e-08,1.28614082860496e-08,0.0,"KW,GBM",GBM,-,2025-02-05T21:30:14.450,2025-02-05T21:45:24.300,0,0,1,909.85,834.862,30.995,31.495,593.902,25.996,10.498,0.0513,0.0098,0.0,4.5707,2.449,0.225,0.277,1.0462e-10,1.3141e-11,1.2991e-11,28.995,29.495,4.495,53.995,1.583,0.391,0.479,6.6358e-09,4.0746e-09,9.5187e-08,1.1957e-08,1.182e-08,1.267e+49,1.5916000000000002e+48,1.5733e+48,8.0367e+50,4.9348e+50,1.2701000000000001e+51,4.4909e+50,5.6058e+50,41.8459836913282,53,49.8606500617932,64,True,False,,,,113.5107,32.3717,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250205a/aladin.html,examples/WXT_results_summary_data/EP250205a/aladin.ipynb,examples/WXT_results_summary_data/EP250205a/cat_table.csv,
EP250207b,167.495,-7.906,167.5133,-7.8694,3.2,-,0,0,0.0,0.0,0.0,1.05810982237747e-07,KW,KW,-,2025-02-07T21:47:56.400,2025-02-07T21:50:00.350,0,0,0,123.95,117.453,33.486,1.0,33.986,4.998,14.894,0.0424,1.7321,0.0,13.1558,1.192,0.378,0.425,4.5661e-10,1.1828e-10,1.1803e-10,103.958,104.958,0.0,123.95,1.181,0.342,0.42,4.8011e-09,3.5763e-09,5.6597e-08,1.4661e-08,1.463e-08,4.3163e+49,1.1180999999999999e+49,1.1157e+49,4.5385e+50,3.3807e+50,3.9144e+51,1.894e+51,3.3232e+51,10.2695598073614,12,15.5476744665919,65,True,False,,,,167.5133,-7.8694,fxt_ra/fxt_dec,20.0,success,1,DESI J111002.66-075212.0,167.511093,-7.869989,0.0822957,8.15100338422348,examples/WXT_results_summary_data/EP250207b/aladin.html,examples/WXT_results_summary_data/EP250207b/aladin.ipynb,examples/WXT_results_summary_data/EP250207b/cat_table.csv,
EP250208b,21.31,82.338,0.0,0.0,0.0,-,0,1,0.0,0.0,0.0,1.15298878535542e-08,"KW,GBM",GBM,-,2025-02-08T09:07:56.850,2025-02-08T09:15:20.550,1,1,0,443.7,348.657,22.51,35.016,168.576,18.008,47.021,0.205,0.0957,0.0,7.7911,2.306,0.394,0.49,1.5028e-10,2.9464e-11,2.9552e-11,304.137,309.64,0.0,443.7,2.301,0.378,0.505,1.0138e-09,6.3084e-10,6.6677e-08,1.3073e-08,1.3112e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6900958982246,18,21.6815604453326,66,False,False,,,,21.31,82.338,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250208b/aladin.html,examples/WXT_results_summary_data/EP250208b/aladin.ipynb,examples/WXT_results_summary_data/EP250208b/cat_table.csv,
EP250212a,114.949,60.493,114.9804,60.485,0.0,-,0,1,0.0,0.0,0.0,1.02752699882349e-08,"KW,GBM",GBM,-,2025-02-12T07:44:07.900,2025-02-12T07:50:05.400,1,1,0,357.5,270.0,14.5,18.5,91.0,11.5,9.5,0.064,6.092,1.6842,3.0002,1.729,0.32,0.483,1.0091e-09,1.1381e-10,2.4704e-10,138.0,138.5,107.0,169.5,1.608,0.336,0.408,1.3325e-08,9.6634e-09,3.6077e-07,4.0686e-08,8.8318e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.272020286728,46,52.9474811810599,67,True,False,,,,114.9804,60.485,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250212a/aladin.html,examples/WXT_results_summary_data/EP250212a/aladin.ipynb,examples/WXT_results_summary_data/EP250212a/cat_table.csv,
EP250215a,156.335,-27.717,156.3316,-27.6973,4.61,GRB 250215A,1,1,7.51533361760603e-07,1.85921954623958e-08,2.43379297721429e-08,0.0,"KW,GBM",GBM,-,2025-02-15T02:31:14.800,2025-02-15T02:54:26.300,0,0,1,1391.5,1094.5,65.5,149.5,51.5,7.0,5.0,0.0675,30.7399,10.2007,11.3131,1.583,0.311,0.339,1.6523e-10,2.3212e-11,2.7796e-11,46.0,46.5,42.0,50.5,0.389,0.588,0.484,2.7763e-08,1.3364e-08,2.2991e-07,3.23e-08,3.8678e-08,3.7139e+49,5.2175000000000004e+48,6.247900000000001e+48,6.2405e+51,3.0039e+51,1.8771e+52,8.410800000000001e+51,1.4123000000000002e+52,81.6180849530652,65,94.2766080685935,68,True,False,,,,156.3316,-27.6973,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250215a/aladin.html,examples/WXT_results_summary_data/EP250215a/aladin.ipynb,examples/WXT_results_summary_data/EP250215a/cat_table.csv,
EP250220a,113.4,39.795,113.4516,39.8098,0.0,-,0,0,0.0,0.0,0.0,9.4119160996007e-08,KW,KW,-,2025-02-20T02:12:35.800,2025-02-20T02:14:26.900,1,1,0,111.1,93.084,15.514,9.509,44.54,16.515,9.008,0.072,0.2262,0.0,16.9778,0.984,0.413,0.488,4.1988e-10,1.203e-10,1.2152e-10,27.525,28.526,0.0,111.1,0.991,0.411,0.469,4.3459e-09,3.3095e-09,4.6649e-08,1.3365e-08,1.3501e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54600912910618,10,9.51582242868219,69,True,False,,,,113.4516,39.8098,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250220a/aladin.html,examples/WXT_results_summary_data/EP250220a/aladin.ipynb,examples/WXT_results_summary_data/EP250220a/cat_table.csv,
EP250223a,98.278,-22.442,98.2748,-22.4442,2.756,-,0,1,0.0,0.0,0.0,1.05444121717897e-08,"KW,GBM",GBM,-,2025-02-23T15:02:09.750,2025-02-23T15:17:39.050,0,0,1,929.3,632.864,28.994,73.484,362.422,14.497,19.996,0.137,5.495,1.8758,4.338,2.489,0.297,0.649,1.9523e-10,2.2782e-11,6.6415e-11,30.993,31.493,14.993,47.493,2.712,0.561,0.731,1.7882e-08,8.094e-09,1.8143e-07,2.1172e-08,6.1719e-08,1.2893e+49,1.5045000000000003e+48,4.3859000000000005e+48,1.1809000000000001e+51,5.3451e+50,1.6680000000000002e+51,9.3828e+50,1.0556000000000001e+51,52.1719049868045,60,64.6013091659791,70,True,False,,,,98.2748,-22.4442,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250223a/aladin.html,examples/WXT_results_summary_data/EP250223a/aladin.ipynb,examples/WXT_results_summary_data/EP250223a/cat_table.csv,
EP250225a,141.272,-4.932,0.0,0.0,0.0,-,0,0,0.0,0.0,0.0,1.43224810211315e-07,KW,KW,-,2025-02-25T12:15:37.750,2025-02-25T12:24:20.400,1,1,0,522.65,488.64,55.516,9.503,195.556,93.027,73.521,0.0307,0.723,0.0,6.2743,0.685,0.332,0.389,1.7663e-10,4.5007e-11,4.0051e-11,77.522,79.523,0.0,522.65,0.691,0.344,0.399,2.7995e-09,2.0927e-09,9.2316e-08,2.3523e-08,2.0933e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8383431028277,17,31.7272210611606,71,False,False,,,,141.272,-4.932,wxt_ra/wxt_dec,190.0,success,1,DESI J092457.67-045333.6,141.240295,-4.89267,0.0804138,181.60153390798897,examples/WXT_results_summary_data/EP250225a/aladin.html,examples/WXT_results_summary_data/EP250225a/aladin.ipynb,examples/WXT_results_summary_data/EP250225a/cat_table.csv,
EP250226a,224.254,20.982,224.2642,20.9754,3.315,GRB 250226A,1,1,5.44600403004828e-07,3.31304827786996e-08,3.64031444073314e-08,0.0,"KW,GBM",GBM,-,2025-02-26T06:33:22.950,2025-02-26T06:39:00.750,0,0,1,337.8,220.869,7.995,32.98,131.422,6.496,10.993,0.0367,1.8402,0.7658,3.4291,1.237,0.112,0.316,8.3007e-10,6.1849e-11,1.0017e-10,101.44,101.94,94.94,108.44,0.811,0.409,0.437,1.5233e-08,8.3597e-09,2.804e-07,2.0893e-08,3.3837e-08,8.5378e+49,6.3616e+48,1.0303e+49,1.5668e+51,8.5985e+50,1.9974e+52,6.9989e+51,5.0498e+51,69.3213914405634,89,82.8867571717105,72,True,False,,,,224.2642,20.9754,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250226a/aladin.html,examples/WXT_results_summary_data/EP250226a/aladin.ipynb,examples/WXT_results_summary_data/EP250226a/cat_table.csv,
EP250227a,204.133,-13.819,204.1441,-13.8213,0.0,-,0,0,0.0,0.0,0.0,1.24517896224531e-07,KW,KW,-,2025-02-27T04:41:44.150,2025-02-27T04:42:24.450,1,1,0,40.3,30.349,2.985,8.956,15.423,2.985,2.985,0.0608,5.1817,2.2336,8.077,1.916,0.463,1.352,1.5186e-09,2.5332e-10,1.7878e-09,0.0,0.995,0.0,40.3,1.914,0.468,0.527,8.9707e-09,5.5336e-09,6.1201e-08,1.0209e-08,7.2047e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11501504772159,9,12.5697349970856,73,True,False,,,,204.1441,-13.8213,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250227a/aladin.html,examples/WXT_results_summary_data/EP250227a/aladin.ipynb,examples/WXT_results_summary_data/EP250227a/cat_table.csv,
EP250302a,169.499,33.577,169.5151,33.5851,1.131,-,0,0,0.0,0.0,0.0,1.01718844803138e-07,KW,KW,-,2025-03-02T15:35:39.650,2025-03-02T16:02:58.250,0,0,1,1638.6,1456.089,27.002,30.502,23.501,3.0,8.0,0.0247,0.8173,0.3295,0.7493,1.664,0.238,0.514,9.3547e-11,9.3136e-12,1.6304e-11,19.501,20.001,17.501,22.001,1.438,0.458,0.491,2.8624e-08,1.0967e-08,1.5329e-07,1.5261e-08,2.6716e-08,6.9926e+47,6.9619e+46,1.2187e+47,2.1396e+50,8.197699999999999e+49,6.8444e+50,2.1215e+50,1.9753e+50,62.5655982699815,74,75.5970145355425,74,True,False,,,,169.5151,33.5851,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250302a/aladin.html,examples/WXT_results_summary_data/EP250302a/aladin.ipynb,examples/WXT_results_summary_data/EP250302a/cat_table.csv,
EP250304a,208.388,-42.817,208.3951,-42.805,0.2,-,0,0,0.0,0.0,0.0,9.4119160996007e-08,KW,KW,SN 2025fhm,2025-03-04T01:29:50.500,2025-03-04T01:55:09.250,0,1,1,1518.75,928.847,29.495,21.496,332.445,13.998,8.499,0.0757,0.0005,0.0,0.0582,2.298,0.059,0.064,6.7675e-10,2.1621e-11,2.2038e-11,153.975,154.475,140.475,167.975,3.16,0.678,1.011,6.9397e-09,3.5187e-09,1.0278e-06,3.2838e-08,3.347e-08,8.297600000000001e+46,2.6510000000000003e+45,2.7021e+45,8.5088e+47,4.3142e+47,9.94e+49,3.2722e+48,3.3939999999999995e+48,158.046711689742,182,168.47658320496,75,True,True,SN 2025fhm,208.3945,-42.80464167,208.3945,-42.80464167,optical_counterpart,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250304a/aladin.html,examples/WXT_results_summary_data/EP250304a/aladin.ipynb,examples/WXT_results_summary_data/EP250304a/cat_table.csv,
EP250308a,210.586,18.513,210.5876,18.4968,0.0,-,0,0,0.0,0.0,0.0,9.4119160996007e-08,KW,KW,-,2025-03-08T17:02:10.700,2025-03-08T17:05:45.800,0,0,1,215.1,192.59,27.013,9.504,75.035,8.004,39.018,0.0264,2.1336,0.767,4.3027,2.941,0.271,1.862,3.3518e-10,3.776e-11,4.8729e-10,13.506,16.007,0.0,176.007,3.088,0.441,0.542,1.337e-09,9.6191e-10,7.2097e-08,8.1221e-09,1.0482e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3543493022783,20,26.7608319500657,76,True,False,,,,210.5876,18.4968,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250308a/aladin.html,examples/WXT_results_summary_data/EP250308a/aladin.ipynb,examples/WXT_results_summary_data/EP250308a/cat_table.csv,
EP250311a,224.691,-2.85,224.7009,-2.8412,0.0,GRB 250311A,1,0,0.0,0.0,0.0,0.0,-,-,-,2025-03-11T01:54:48.600,2025-03-11T01:56:52.900,1,1,0,124.3,82.367,6.989,9.485,36.441,8.486,8.486,0.091,10.8743,2.5015,9.2692,3.096,0.492,1.607,1.3909e-09,3.786e-10,3.6339e-09,65.395,66.393,0.0,124.3,3.119,0.472,0.505,1.4525e-08,8.8781e-09,1.7289e-07,4.706e-08,4.5169e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3998641465188,15,28.0709794202073,77,True,False,,,,224.7009,-2.8412,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250311a/aladin.html,examples/WXT_results_summary_data/EP250311a/aladin.ipynb,examples/WXT_results_summary_data/EP250311a/cat_table.csv,
EP250315a,203.015,-9.524,203.0287,-9.5302,0.0,GRB 250315A,1,1,5.14387586237218e-08,1.68940787805017e-08,7.457918591575121e-09,0.0,GBM,GBM,-,2025-03-15T05:57:21.050,2025-03-15T06:11:40.650,0,1,1,859.6,600.07,50.506,69.508,193.022,18.502,23.003,0.0322,0.4532,0.0,1.5168,1.349,0.141,0.155,3.3919e-10,3.3207e-11,3.24e-11,316.037,317.037,299.037,334.037,0.323,0.432,0.43,1.0389e-08,5.4946e-09,2.9157e-07,2.8545e-08,2.7851e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.463825834873,95,113.613247791879,78,True,False,,,,203.0287,-9.5302,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250315a/aladin.html,examples/WXT_results_summary_data/EP250315a/aladin.ipynb,examples/WXT_results_summary_data/EP250315a/cat_table.csv,
EP250321a,179.256,17.37,179.2623,17.3622,4.368,GRB 250321D,1,0,0.0,0.0,0.0,0.0,-,-,-,2025-03-21T05:50:17.250,2025-03-21T06:41:10.300,0,0,0,3053.05,465.008,13.5,56.001,149.502,6.5,11.0,0.04,5.095,2.516,4.6929,0.872,0.113,0.195,5.6669e-10,3.8071e-11,4.0613e-11,1386.914,1387.414,1373.414,1400.914,0.727,0.291,0.311,2.3631e-08,1.2605e-08,1.7301e-06,1.1623e-07,1.2399e-07,1.1219e+50,7.536900000000001e+48,8.040200000000001e+48,4.6782e+51,2.4953000000000002e+51,4.1879e+53,1.1596e+53,1.0084e+53,112.839148561028,143,127.789968426153,79,True,False,,,,179.2623,17.3622,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250321a/aladin.html,examples/WXT_results_summary_data/EP250321a/aladin.ipynb,examples/WXT_results_summary_data/EP250321a/cat_table.csv,
EP250402a,172.177,-47.291,172.1798,-47.2954,0.0,-,0,1,0.0,0.0,0.0,1.13598497616216e-08,"KW,GBM",GBM,-,2025-04-02T12:29:24.950,2025-04-02T12:31:11.200,1,1,0,106.25,74.824,16.461,1.995,20.951,3.492,13.468,0.143,0.0878,0.0,4.3665,1.306,0.292,0.339,9.8466e-10,1.8636e-10,1.8608e-10,9.478,9.977,0.0,46.977,1.079,0.297,0.329,1.0535e-08,7.7426e-09,1.0462e-07,1.9801e-08,1.9771e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0694789769143,21,23.3404674087726,80,True,False,,,,172.1798,-47.2954,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250402a/aladin.html,examples/WXT_results_summary_data/EP250402a/aladin.ipynb,examples/WXT_results_summary_data/EP250402a/cat_table.csv,
EP250404a,125.056,35.518,125.0604,35.5286,1.88,GRB 250404A,1,1,6.57821693139019e-07,1.95262989946987e-08,1.59935051798081e-08,0.0,"KW,GBM",GBM,-,2025-04-04T14:19:45.650,2025-04-04T14:40:36.550,0,0,1,1250.9,259.979,22.498,113.991,47.996,1.0,2.0,0.0657,2.821,0.2914,0.2996,1.452,0.072,0.068,2.7858e-09,7.3963e-11,7.3557e-11,110.491,110.991,109.991,111.491,0.981,0.229,0.245,7.7497e-08,1.8124e-08,3.4848e-06,9.2521e-08,9.2013e-08,7.2669e+49,1.9294e+48,1.9188000000000003e+48,2.0215e+51,4.7278e+50,5.6341e+52,4.0816000000000004e+51,4.6498e+51,282.527297543904,300,299.668495960432,81,True,False,,,,125.0604,35.5286,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250404a/aladin.html,examples/WXT_results_summary_data/EP250404a/aladin.ipynb,examples/WXT_results_summary_data/EP250404a/cat_table.csv,
EP250407a,134.813,-38.956,0.0,0.0,0.0,-,0,0,0.0,0.0,0.0,7.8919793381745e-08,KW,KW,-,2025-04-07T23:27:23.700,2025-04-07T23:28:35.850,1,1,0,72.15,61.127,1.503,1.503,33.069,6.013,6.012,0.465,5.0407,2.5922,5.0254,1.77,0.384,0.617,4.6007e-09,6.8161e-10,1.8126e-09,26.054,26.555,8.554,44.055,2.083,0.375,0.388,2.0038e-08,1.4509e-08,3.3194e-07,4.9178e-08,1.3078e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0473032915391,30,41.5368259759385,82,False,False,,,,134.813,-38.956,wxt_ra/wxt_dec,190.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250407a/aladin.html,examples/WXT_results_summary_data/EP250407a/aladin.ipynb,examples/WXT_results_summary_data/EP250407a/cat_table.csv,
EP250416a,256.409,25.769,256.4207,25.7755,0.963,GRB 250416C,1,0,1.07e-07,2.98e-08,2.98e-08,0.0,KW,KW,-,2025-04-16T17:53:30.300,2025-04-16T18:13:01.800,0,1,1,1171.5,514.5,308.32,110.5,29.0,6.5,2.0,0.0427,0.6852,0.3419,0.8586,1.231,0.245,0.529,1.2135e-10,1.5006e-11,2.472e-11,15.5,16.5,13.5,18.5,-0.16,0.488,0.446,2.8344e-08,1.0741e-08,1.4216e-07,1.7579e-08,2.8959e-08,6.1028e+47,7.546400000000001e+46,1.2431e+47,1.4254e+50,5.4015e+49,5.9874e+50,1.7755e+50,1.7918e+50,63.2958567126344,70,76.1672350360796,83,True,False,,,,256.4207,25.7755,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250416a/aladin.html,examples/WXT_results_summary_data/EP250416a/aladin.ipynb,examples/WXT_results_summary_data/EP250416a/cat_table.csv,
EP250421a,172.436,-24.682,172.42,-24.6758,0.0,-,0,1,0.0,0.0,0.0,1.11079160545884e-08,"KW,GBM",GBM,-,2025-04-21T16:15:17.050,2025-04-21T16:19:43.600,0,1,1,266.55,174.533,13.503,14.503,56.011,4.501,4.001,0.0509,3.2154,0.9422,1.4106,2.491,0.281,0.429,1.1834e-09,1.2859e-10,2.5594e-10,111.521,112.021,104.021,119.521,2.241,0.389,0.431,1.5594e-08,7.6975e-09,3.1544e-07,3.4276e-08,6.8222e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2682275344432,75,70.3383540145119,84,True,False,,,,172.42,-24.6758,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250421a/aladin.html,examples/WXT_results_summary_data/EP250421a/aladin.ipynb,examples/WXT_results_summary_data/EP250421a/cat_table.csv,
EP250427a,277.281,7.57,277.273,7.5624,1.52,GRB 250427A,1,1,7.57409512402739e-08,1.14349523875953e-08,8.953180853460952e-09,0.0,GBM,GBM,-,2025-04-27T03:38:48.000,2025-04-27T03:44:43.750,0,0,0,355.75,153.392,6.995,10.493,57.959,2.498,1.999,0.287,1.1646,0.4361,0.6343,1.725,0.144,0.186,5.0685e-09,2.7223e-10,4.2978e-10,60.458,60.957,56.958,64.457,1.339,0.343,0.323,4.6128e-08,1.9108e-08,1.8031e-06,9.6847e-08,1.5289e-07,7.849199999999999e+49,4.2159000000000006e+48,6.655700000000001e+48,7.1437e+50,2.9591e+50,1.4359999999999999e+52,2.3263e+51,2.412e+51,158.330196854485,166,173.719892999254,85,True,False,,,,277.273,7.5624,fxt_ra/fxt_dec,20.0,no_candidates,0,,,,,,examples/WXT_results_summary_data/EP250427a/aladin.html,examples/WXT_results_summary_data/EP250427a/aladin.ipynb,examples/WXT_results_summary_data/EP250427a/cat_table.csv,
